text,lang,published,entities
"Heute war ein historischer Tag im Bundestag. Olaf Scholz hat mit seiner Entscheidung, die Vertrauensfrage zu stellen, den Weg freigemacht für vorgezogene Bundestagswahlen. Der Bundespräsident Frank-Walter Steinmeier wird auf Vorschlag des Bundeskanzlers zeitnah den Bundestag auflösen. Anschließend werden wir alle am 23. Februar 2025 einen neuen Bundestag wählen können.

Bei dieser Wahl geht es um eine Richtungsentscheidung. Wir alle entscheiden darüber, wie wir die großen Fragen unserer Zeit beantworten. Trauen wir uns zu, als starkes Land kraftvoll in unsere Zukunft zu investieren? Sichern wir Arbeitsplätze und modernisieren wir unsere Industrie? Sorgen wir für stabile Renten, eine verlässliche Gesundheitsversorgung und gute Pflege? Kommen wir einem gerechten Frieden in der Ukraine näher, ohne dass Deutschland in den Krieg hineingezogen wird? 

Um all diese Fragen wird es bei der Bundestagswahl gehen. Ich stehe fest an der Seite unseres Bundeskanzlers Olaf Scholz, der unser Land in stürmischen Zeiten mit Weitblick, Besonnenheit und klarer Haltung führt. 

Bis zur Bildung einer neuen Regierung bleiben Bundesregierung und Parlament voll handlungsfähig. Die Menschen in unserem Land haben einen Anspruch darauf, dass alle politischen Kräfte ihre Verantwortung wahrnehmen und zum Wohl des Landes zusammenarbeiten. 

Wir wollen Familien und Beschäftigte unterstützen, indem wir noch vor der Wahl das Kindergeld erhöhen und die Kalte Progression abmildern. Wir wollen das Deutschlandticket für das neue Jahr absichern. Und wir wollen die Gebühren für die Stromnetze – die sogenannten Netzentgelte – stabil halten, um zu verhindern, dass die Strompreise im Januar steigen. Für eine normale Familie mit zwei Kindern machen all diese geplanten Entlastungen schnell 80 oder 100 Euro im Monat aus. 

Deshalb appelliere auch ich an die demokratischen Fraktionen, gemeinsam im Interesse der Menschen im Land zu handeln. Wir müssen in diesen schwierigen Zeiten zusammenstehen. #dormagen #grevenbroich #rommerskirchen #neuss #kaarst #jüchen #korschenbroich #meerbusch #bundestag #spd",de,16-12-2024,"['Bundestag', 'Olaf Scholz', 'Frank-Walter Steinmeier', 'Deutschland', 'Bundesregierung', 'Parlament', 'dormagen', 'grevenbroich', 'rommerskirchen', 'neuss', 'kaarst', 'jüchen', 'korschenbroich', 'meerbusch', 'bundestag']"
"Ein ereignisreicher und historischer Tag im Deutschen Bundestag!
#henningotte #deutscherbundestag #ampelaus #vertrauensfrage",de,16-12-2024,"['Deutschen Bundestag', 'henningotte', 'deutscherbundestag']"
Heute hat unsere Bundestagsfraktion Kanzler Scholz das Vertrauen verweigert und den Weg frei für Neuwahlen gemacht. Die Ampel hat gegen die Interessen der Bürger regiert. Der Kanzler trägt dafür die Verantwortung. Politik im deutschen Interesse gibt es nur mit der Alternative für Deutschland!,de,16-12-2024,"['Kanzler Scholz', 'Neuwahlen']"
"Olaf Scholz hat keine Mehrheit mehr im Parlament. Seine Vertrauensfrage ist heute gescheitert. Damit ist der Bundeskanzler gescheitert. Die Ampel-Regierung ist Geschichte. 

Es war höchste Zeit für diese Entscheidung. Eine Regierung, die weder den Rückhalt im Parlament noch in der Bevölkerung genießt, kann keine zukunftsorientierten und tragfähigen Entscheidungen für unser Land treffen.

Nun ist der Weg frei für einen dringend benötigten Neustart – mit einem klaren Fokus auf die Sorgen der Menschen und die drängenden Herausforderungen unserer Zeit: Wirtschaft, Migration und innere Sicherheit.

#JosefOster #FürSieimBundestag",de,16-12-2024,"['Olaf Scholz', 'Parlament', 'Ampel-Regierung', 'JosefOster']"
"Bundeskanzler Olaf Scholz hat heute Neuwahlen möglich gemacht. Seine Vertrauensfrage richtet sich an Sie. Denn in Ihren Händen liegt die Zukunft Deutschlands: Sie entscheiden darüber am 23. Februar! 

Was unterscheidet uns als SPD von der Merz-CDU? 

Ein gutes Beispiel sind Steuerpläne. Wir als SPD wollen die echten Leistungsträger:innen in unserer Gesellschaft entlasten. 95 Prozent der Arbeitenden sollen künftig weniger Einkommenssteuern zahlen. 

Der Staat braucht aber Steuereinnahmen, um die Infrastruktur zu finanzieren, auf die wir alle angewiesen sind: Schienen, Straßen und Schulen zum Beispiel. Oder Kitas, Krankenhäuser und Kommunikationsnetze. Deshalb wollen wir, dass das oberste 1 Prozent, also die absoluten Spitzenverdiener:innen, höhere Einkommenssteuern zahlen. Denn in einer Gemeinschaft müssen starke Schultern mehr tragen.

Auch die CDU plant Steuersenkungen - behauptet aber, dabei alle entlasten zu wollen: Unternehmen, Spitzenverdiener:innen, Normalverdiener:innen. Nur: Woher kommt dann das Geld für die notwendigen Investitionen in die Infrastruktur? Von einer Gegenfinanzierung steht nichts im Wahlprogramm. 

Führende Ökonomen schätzen die CDU-Pläne als unrealistisch ein und fürchten, dass Deutschland dadurch in Zukunft bis zu 100 Milliarden im Haushalt fehlen - pro Jahr! Dann muss überall gespart werden, und das in einer Zeit, in der wir dringend investieren müssen.

Das ist die Richtungsentscheidung, vor der Deutschland steht - am 23. Februar 2025.",de,16-12-2024,"['Deutschlands', 'Deutschland']"
"Unser Land ist im Umbruch. Das kann manchmal nerven, doch überall merken wir, dass seit die SPD den Kanzler stellt, endlich etwas im Land passiert! Doch wieviel stärker könnte unsere Wirtschaft wachsen, wenn Straßen in einem guten Zustand wären und wir genug Wind- und Solarenergie hätten? Für all diese Investitionen hat Bundeskanzler <redacted_mention> eine Öffnung der Schuldenbremse für Investitionen in Aussicht gestellt. Denn wir sind zukünftigen Generationen schuldig, ihnen ein gut aufgestelltes Land zu hinterlassen!
#bundestagswahl2025 #schleswigholstein",de,16-12-2024,"['Land', 'Bundeskanzler', 'bundestagswahl2025', 'schleswigholstein']"
"Berlin braucht Spitzenmedizin – die Charité bleibt Zukunftsort! 🏥✨

Heute besuchten unsere Landesvorsitzende Nicola Böcker-Giannini und Landesgeschäftsführer Sven Heinemann die Charité – ein Aushängeschild für Berlin und die medizinische Spitzenforschung weltweit. Im Austausch mit den Vorständen der Charité, darunter Prof. Heyo Kroemer, Prof. Martin Kreis und Carla Eysel ging es um die Gesundheits-, Forschungs- und Haushaltssituation dieser zentralen Institution. Klar ist: Die Charité ist nicht nur ein Ort der Heilung, sondern auch ein Zukunftsort, der Berlin prägt und weit über die Stadt hinausstrahlt 💡

Anschließend führte uns Dr. med. Anett Reißhauer durch den Arbeitsbereich Physikalische Medizin am Campus Mitte, die Station der Frühreha an der Charité. Dort konnte eindrucksvoll nacherlebt werden, wie innovative Medizin und menschliche Fürsorge Hand in Hand gehen. 

Die Charité bietet Spitzenforschung und -versorgung für Berlin – als SPD Berlin unterstützen wir für Innovation und Forschung der Marke „Made in Berlin“ 💪",de,16-12-2024,"['Berlin', 'Charité']"
"Klare Positionierungen und starke Reden im Deutschen Bundestag von <redacted_mention> und Alexander Dobrindt <redacted_mention> mit Vorschlägen, wie Deutschland wieder nach vorne kommt. 

Statt Angstwahlkampf geht es um Hoffnung, Mut, Zuversicht und gemeinsames Anpacken.",de,16-12-2024,"['Deutschen Bundestag', 'Alexander Dobrindt', 'Deutschland']"
"Olaf Scholz hat heute den Weg frei gemacht für eine klare Richtungsentscheidung: Die SPD steht für Sicherheit und Zusammenhalt. Für Fairness und Respekt. Wir kämpfen für sichere Arbeitsplätze, für die Entlastung von Familien und Arbeitnehmern und für sichere Renten für alle Generationen. Olaf Scholz hat die politische Erfahrung und das richtige Programm, um unser Land zu führen. Friedrich Merz hat noch nie in Deutschland Regierungsverantwortung getragen und macht Klientelpolitik für die obersten Einkommen. Die Bürgerinnen und Bürger können jetzt entscheiden, welche politische Kraft Deutschland in Zukunft gestalten soll.",de,16-12-2024,"['Olaf Scholz', 'Friedrich Merz', 'Deutschland']"
"Wie die gesamte grüne Fraktion habe ich mich heute bei der Vertrauensfrage des Bundeskanzlers enthalten.

Damit können wir den schnellstmöglichen Weg für geordnete Neuwahlen freimachen und gleichzeitig eine grundlegende Handlungsfähigkeit der Regierung erhalten.

Denn es braucht in der Übergangszeit noch ein paar pragmatische Entscheidungen auf drängende Fragen und keine Selbstbeschäftigung des Politikbetriebs.",de,16-12-2024,['Neuwahlen']
"Heute hat Olaf Scholz die Vertrauensfrage gestellt. Es ist gut, dass der Weg zu Neuwahlen jetzt frei ist. Die Wählerinnen und Wähler haben nun bald die Möglichkeit, die Richtung für Deutschland zu bestimmen. Olaf Scholz hat deutlich gemacht, dass eine Richtungsentscheidung ansteht. Es geht darum, ob es mit der SPD kräftige Investitionen in die Infrastruktur und Zukunft des Landes gibt. Eine starke Rente, mehr Unterstützung bei der Pflege und eine weitere Entlastung der kleinen und mittleren Einkommen. Statt das Land schlechtzureden, müssen wir in unser Land, unsere Sicherheit und die Arbeitsplätze von morgen investieren.

Was genau es mit der Vertrauensfrage auf sich hat und wie es jetzt weitergeht, erfahrt ihr, wenn ihr nach links swiped.",de,16-12-2024,"['Olaf Scholz', 'Neuwahlen', 'Deutschland', 'Land']"
"Ein historischer Schritt in der deutschen Politik: Bundeskanzler Olaf Scholz stellt die Vertrauensfrage und signalisiert damit die Möglichkeit von Neuwahlen. Inmitten herausfordernder politischer Zeiten zeigt sich, wie wichtig Demokratie und der Rückhalt des Parlaments sind. Dieser mutige Schritt kann den Kurs der Regierung und des Landes neu definieren. Die heutige Debatte zeigte auch, wir sind weiterhin bereit Verantwortung zu übernehmen. Olaf Scholz hat in seiner überzeugenden Rede deutlich gemacht, wofür wir einstehen: Für ein Land, in dem   jeden Tag angepackt wird und dafür faire Löhne zahlt. Für ein Land, das 
Zusammenhalt über Spaltung stellt. In Deutschland, Europa und der Welt. Für ein Land, das sich nicht nach einer vergangen Zeit sehnt, sondern auf seinen Traditionen eine Zukunft für alle aufbaut. Wir bieten Fortschritt und Perspektiven.
Merz und Lindner hingegen konnten in ihren Reden nur faktenverdrehende Giftpfeile verteilen. Dieses respektlose Verhalten gebührt dem Hohen Haus nicht und ist verachtend gegenüber den Kolleginnen und Kollegen. Wir wollen uns inhaltlich auseinandersetzen und nicht persönlich. Lasst uns fair in diesen Wahlkampf starten.",de,16-12-2024,"['Olaf Scholz', 'Deutschland', 'Europa', 'Hohen Haus']"
"Steuern hoch, Wirtschaft runter? Nicht mit uns! Faire Entlastungen schaffen Wachstum und Chancen für alle – statt Symbolpolitik auf Kosten der Zukunft. 📉 <redacted_mention> #cducsu #ichbinfürSieda",de,16-12-2024,[]
"Heute ist ein Tag, der notwendig war, um Klarheit für unser Land zu schaffen. Und darüber, wie es weitergeht. Vor uns liegen große Aufgaben. Und für die brauchen wir Geschlossenheit statt Dauer-Blockaden. 

Wir als SPD blicken jetzt nach vorne – voller Mut und Entschlossenheit. Wir werden in den kommenden 69 Tagen alles dafür tun, um gemeinsam mit unserem Kanzlerkandidaten Olaf Scholz diese Bundestagswahl wieder zu gewinnen. Denn diese Wahl ist eine Richtungsentscheidung. 

Es geht jetzt um die Frage: Wer steht für die Zukunft unseres Landes und mit welchen Ideen? Unser Konzept steht. Wir möchten gezielt dafür sorgen, dass diejenigen, die am härtesten unter den Krisen der vergangenen Jahre gelitten haben, entlastet werden. Dazu zählen Familien und Menschen mit kleinen und mittleren Einkommen. Wir möchten, dass es ihnen bessergeht, dass sie mehr Geld in der Tasche haben, dass der Stress im Leben weniger wird. 

Das unterscheidet uns sehr klar von Friedrich Merz und der Union. Denn die haben ja ein Programm vorgelegt, das 100 Milliarden kosten wird – und das Meiste davon geht an die Spitzenverdiener in diesem Land. Das zeigt wieder: Es macht einen großen Unterschied, wer unser Land in Zukunft regiert.

#vertrauensfrage #olafscholz #bundeskanzler #bundestag #spd #gabrielekatzmarek",de,16-12-2024,"['Olaf Scholz', 'Bundestagswahl', 'Friedrich Merz', 'olafscholz', 'bundestag']"
"🟥Rote Karte für Olaf🟥
Heute hat der Bundeskanzler (endlich!) die Vertrauensfrage gestellt und diese (glücklicherweise) verloren. Meine Kollegin Franziska Hoppermann und ich haben aus voller Überzeugung mit „Nein“ gestimmt. Damit ist der Weg zu Neuwahlen frei. 

🚀 Als CDU sind wir bereit, Verantwortung zu übernehmen und unser Land wieder nach vorne zu bringen. 

#Neuwahl #Bundestag #CDU #SPD",de,16-12-2024,"['Neuwahlen', 'Neuwahl', 'Bundestag']"
"Der Weg für Neuwahlen ist frei

Heute ist ein historischer Tag: Der Bundeskanzler hat die Vertrauensfrage gestellt – und verloren. Wir haben uns enthalten, weil Neuwahlen der richtige Schritt sind. Doch die Debatte heute hat mich fassungslos gemacht. Scholz und Merz lieferten Wahlkampfgetöse statt Lösungen. Robert Habeck hingegen zeigte, wie es geht: reflektiert und mit klarem Blick auf die Herausforderungen.

Seit dem Ende der Ampel-Koalition fehlt der Regierung eine Mehrheit. Das schadet dem Vertrauen in unsere Demokratie – gerade in Zeiten, in denen wir staatspolitische Verantwortung brauchen. Bis zur Neuwahl müssen pragmatische Lösungen möglich bleiben. Gleichzeitig werde ich mich im Wahlkampf mit voller Energie für unsere grünen Ziele einsetzen: soziale Gerechtigkeit, Tarifbindung und eine ökologische Transformation. Die Zukunft muss sozial und ökologisch sein!
#AmpelAus #Neuwahlen #Demokratie #sozialeGerechtigkeit #Transformation
Bündnis 90/Die Grünen Bundestagsfraktion BÜNDNIS 90/DIE GRÜNEN
Bündnis 90/Die Grünen Kreisverband Reutlingen Sabine Grützmacher",de,16-12-2024,"['Neuwahlen', 'Robert Habeck', 'Sabine Grützmacher']"
"Kanzler Scholz hat unser Land in eine schwere Krise geführt. Drei Jahre Abstieg - und nun bittet er um vier Jahre Verlängerung? Darauf muss man erst mal kommen. Deutschland braucht einen echten Neuanfang. Nicht mehr BlackRock, sondern mehr Mittelstand. Mehr sozialen Zusammenhalt statt mehr Ellenbogen. Eine starke Industrie, niedrige Energiepreise und eine friedliche Außenpolitik. Dafür steht das BSW, nicht jedoch die Ampel-Parteien und erst recht nicht Herr Merz, der unser Land noch tiefer in den Krieg ziehen will, der milliardenschwere Steuersenkungsversprechen ohne Gegenfinanzierung macht und nicht einmal ausschließt, Pleiteminister Habeck noch mal auf unsere Wirtschaft loszulassen. Meine Rede heute im Bundestag:",de,16-12-2024,"['Kanzler Scholz', 'Land', 'Deutschland', 'BlackRock', 'BSW']"
"Überraschung: so was bringt das Ehrenamt.

An diesem historischen Tag hatte ich heute eine besondere Ehre: Für die Sportgemeinschaft Deutscher #Bundestag führte ich eine Sport-Besuchergruppe auf  Einladung von Bundeskanzler Scholz durch den Bundestag. Nach Besichtigung kam frisch aus der #Vertrauensfrage der  Bundeskanzler dazu. So kann’s gehen. 😀",de,16-12-2024,"['Bundestag', 'Bundeskanzler Scholz']"
"🚫Rote Karte🚫für Kanzler Scholz. Gemeinsam mit 393 weiteren Abgeordneten habe ich ihm heute das Vertrauen entzogen 🏛️ Jetzt gilts: den Neuwahlen am 23. Februar 2025 steht nun nichts mehr entgegen. Ich bitte Sie heute schon ums Vertrauen, damit mit einer starken CSU aus Bayern heraus gemeinsam mit der CDU ein wirklicher Politikwechsel gelingen kann. Eine Zersplitterung durch die Wahl von Kleinstparteien gefährdet den dringenden Wechsel hin zu einer praxistauglichen, bürgernahen Politik. Deshalb beide Stimmen für die CSU 💪🏻💪🏻 Herzlichen Dank für die Unterstützung ☺️🙌🏻 #mekmachts #mek #bundestag #neuwahl #csu #cducsu #bayern #zeitdasssichwasändert",de,16-12-2024,"['Neuwahlen', 'Bayern', 'neuwahl', 'bayern']"
#vertrauensfrage #bundestagswahl2025 #csubt,de,16-12-2024,[]
"„Zeit, dass Deutschland #wiedernachvorne gebracht wird.“ (tm)

Foto: Tobias Koch",de,16-12-2024,"['Deutschland', 'Tobias Koch']"
"Ein tolles Signal für unsere Demokratie!

🙏 Michael Kretschmer hat auf dem Parteitag herzlich allen Menschen gedankt, die am neuen Koalitionsvertrag für Sachsen mitgearbeitet haben! Auf 110 Seiten haben wir gemeinsam mit Bürgermeistern, Landräten sowie Vertreten aus Wirtschaft, Wissenschaft und den Gewerkschaften aufgeschrieben, was wir für unseren Freistaat erreichen wollen.",de,16-12-2024,"['Michael Kretschmer', 'Sachsen', 'Freistaat']"
"Was für ein besonderer Plenartag! Olaf Scholz hat heute die Vertrauensfrage gestellt und die Antwort war eindeutig: Von 717 Abgeordneten votierten nur noch 207 dafür. Ich gehörte zu den 510 Mitgliedern, die ihm nicht vertrauen. Es ist gut, dass diese drei Jahre Ampel-Regierung jetzt auch offiziell Geschichte sind. Nun geht es mit vollem Engagement in den Wahlkampf, damit wir als Union am 23. Februar ein starkes Ergebnis bekommen. Wir müssen in Deutschland die Ärmel hochkrempeln, damit unsere Wirtschaft nach zwei Jahren Rezession wieder in Fahrt kommt und die Arbeitsplätze erhalten bleiben und damit auch unser aller Wohlstand. Auf geht’s!",de,16-12-2024,"['Olaf Scholz', 'Deutschland']"
"Ein historischer Tag heute im @bundestag! 
Bundeskanzler Olaf Scholz stellt die #Vertrauensfrage – um sie zu verlieren. Vorgekommen ist das zuvor erst wenige Male. 
So machen wir den Weg frei für Neuwahlen im Februar.",de,16-12-2024,"['bundestag', 'Olaf Scholz', 'Neuwahlen']"
"Wohin geht die Reise der Apotheken? Diese Frage haben ein Dutzend Apotheker aus den Landkreisen Diepholz und Nienburg mit dem Obmann der CDU/CSU-Bundestagsfraktion im Gesundheitsausschuss, Dr. Georg Kippels, erörtert. Gerne habe ich den hybriden Austausch initiiert.

Ziemlich schnell stellte sich in der Diskussionsrunde heraus, dass die Herausforderungen gewaltig sind. Die Apotheker aus meinem Wahlkreis waren sich einig: Es braucht vor allem eine nachhaltige Finanzierung und verlässlichere politische Rahmenbedingungen, um die flächendeckende Versorgung gerade im ländlichen Raum aufrechtzuerhalten. 

Kippels betonte, dass es einer wirtschaftlichen Analyse der Kostenstrukturen bedarf, um im zweiten Schritt eine angemessene Vorfinanzierung leisten zu können. Apotheken müssten darüber hinaus eine größere Schnittstelle zwischen Patienten und Arzt mit entsprechenden Kompetenzen werden, beispielsweise bei der Verabreichung von Impfungen. Zudem müssten große Onlinehändler nach den gleichen Mechanismen kontrolliert werden wie die Apotheke vor der Haustür.

Der Jurist versprach den heimischen Apothekern im Falle einer CDU-geführten Regierung ab Frühjahr „weniger Elfenbeinturm, dafür mehr knackigen Austausch zwischen Politik und Fachwelt.“ Das kann ich so doppelt unterstreichen. Ich werde das Thema auf jeden Fall weiter vorantreiben!

Eine Aufzeichnung der Veranstaltung, an der die Apotheker sowohl in Präsenz in den Räumlichkeiten von VideoArt in Bassum als auch digital teilnehmen konnten, ist auf meiner Homepage abrufbar: https://www.axel-knoerig.de/news/newsdetail/fruchtbarer-austausch-zwischen-heimischen-apothekern-und-gesundheitsexperte-kippels/   

Vielen Dank an Dr. Georg Kippels alle Teilnehmer für den guten Austausch!

#apotheken #wandel #transformation #diskussion #austausch #wahlkreis   

CDU Kreisverband Diepholz <redacted_mention> CDU/CSU-Bundestagsfraktion Apothekerkammer Niedersachsen Uhlhorn Apotheken Meerbach-Apotheke, Nienburg Sanacorp Hache Apotheke Dr. Georg Kippels MdB",de,16-12-2024,"['Diepholz', 'Nienburg', 'Dr. Georg Kippels', 'Bassum']"
